"Time (s)","Pressure (hPa)"
9.056032422E2,1.005724243E3
9.056283399E2,1.005708984E3
9.056534420E2,1.005705933E3
9.056785203E2,1.005742554E3
9.057036193E2,1.005773071E3
9.057287341E2,1.005754761E3
9.057538333E2,1.005712036E3
9.057789321E2,1.005708984E3
9.058040280E2,1.005733398E3
9.058291272E2,1.005748657E3
9.058542220E2,1.005742554E3
9.058793201E2,1.005721191E3
9.059044159E2,1.005705933E3
9.059295022E2,1.005705933E3
9.059545957E2,1.005708984E3
9.059797075E2,1.005721191E3
9.060048062E2,1.005733398E3
9.060299034E2,1.005730347E3
9.060550017E2,1.005718140E3
9.060800997E2,1.005730347E3
9.061051976E2,1.005739502E3
9.061302938E2,1.005733398E3
9.061553909E2,1.005724243E3
9.061804731E2,1.005712036E3
9.062055700E2,1.005702881E3
9.062306679E2,1.005724121E3
9.062557669E2,1.005757690E3
9.062808805E2,1.005751587E3
9.063059790E2,1.005721069E3
9.063310776E2,1.005699707E3
9.063561716E2,1.005708862E3
9.063812740E2,1.005721069E3
9.064063720E2,1.005727173E3
9.064314665E2,1.005721069E3
9.064565562E2,1.005702759E3
9.064816531E2,1.005708862E3
9.065067652E2,1.005727173E3
9.065318625E2,1.005718018E3
9.065569585E2,1.005702759E3
9.065820542E2,1.005711914E3
9.066071502E2,1.005733276E3
9.066322505E2,1.005739380E3
9.066573487E2,1.005721069E3
9.066824483E2,1.005714966E3
9.067075419E2,1.005723999E3
9.067326320E2,1.005736206E3
9.067577303E2,1.005739258E3
9.067828277E2,1.005730103E3
9.068079424E2,1.005708740E3
9.068330398E2,1.005708740E3
9.068581395E2,1.005723999E3
9.068832373E2,1.005739258E3
9.069083356E2,1.005751465E3
9.069334333E2,1.005739258E3
9.069585388E2,1.005717896E3
9.069836283E2,1.005699585E3
9.070087092E2,1.005711792E3
9.070338070E2,1.005708740E3
9.070589232E2,1.005693481E3
9.070840245E2,1.005702637E3
9.071091230E2,1.005751465E3
9.071342189E2,1.005775879E3
9.071593179E2,1.005754517E3
9.071844155E2,1.005717773E3
9.072094974E2,1.005708618E3
9.072346091E2,1.005723877E3
9.072596920E2,1.005736084E3
9.072847902E2,1.005745239E3
9.073098859E2,1.005745239E3
9.073349974E2,1.005723877E3
9.073600918E2,1.005693359E3
9.073851902E2,1.005699463E3
9.074102874E2,1.005723877E3
9.074353878E2,1.005736084E3
9.074604820E2,1.005729980E3
9.074855905E2,1.005729980E3
9.075106636E2,1.005739136E3
9.075357626E2,1.005745239E3
9.075608586E2,1.005736084E3
9.075859755E2,1.005708618E3
9.076110758E2,1.005693359E3
9.076361598E2,1.005702515E3
9.076612729E2,1.005711670E3
9.076863581E2,1.005708618E3
9.077114730E2,1.005714722E3
9.077365695E2,1.005714722E3
9.077616575E2,1.005711670E3
9.077867495E2,1.005717773E3
9.078118468E2,1.005726929E3
9.078369587E2,1.005726929E3
9.078620570E2,1.005717773E3
9.078871548E2,1.005708618E3
9.079122525E2,1.005708618E3
9.079373504E2,1.005708618E3
9.079624481E2,1.005702515E3
9.079875416E2,1.005702515E3
9.080126418E2,1.005733032E3
9.080377234E2,1.005763550E3
9.080628208E2,1.005748291E3
9.080879177E2,1.005720825E3
9.081130311E2,1.005729980E3
9.081381289E2,1.005742188E3
9.081632265E2,1.005726929E3
9.081883041E2,1.005717773E3
9.082134214E2,1.005733032E3
9.082385195E2,1.005742188E3
9.082636177E2,1.005729980E3
9.082887008E2,1.005726929E3
9.083137987E2,1.005742188E3
9.083388977E2,1.005745239E3
9.083639919E2,1.005733032E3
9.083891077E2,1.005717773E3
9.084142025E2,1.005711670E3
9.084393011E2,1.005717773E3
9.084643982E2,1.005729980E3
9.084894808E2,1.005742188E3
9.085145785E2,1.005745239E3
9.085396905E2,1.005726929E3
9.085647719E2,1.005714722E3
9.085898728E2,1.005708618E3
9.086149706E2,1.005705322E3
9.086400943E2,1.005708374E3
9.086651834E2,1.005729736E3
9.086902837E2,1.005729736E3
9.087153851E2,1.005705322E3
9.087404843E2,1.005705322E3
9.087655825E2,1.005732788E3
9.087906662E2,1.005729736E3
9.088157641E2,1.005699219E3
9.088408638E2,1.005699219E3
9.088659644E2,1.005720581E3
9.088910774E2,1.005729736E3
9.089161760E2,1.005723633E3
9.089412754E2,1.005717529E3
9.089663720E2,1.005726685E3
9.089914682E2,1.005732788E3
9.090165667E2,1.005735840E3
9.090416651E2,1.005738892E3
9.090667622E2,1.005738892E3
9.090918438E2,1.005726807E3
9.091169432E2,1.005717651E3
9.091420421E2,1.005720703E3
9.091671540E2,1.005729858E3
9.091922524E2,1.005739014E3
9.092173521E2,1.005739014E3
9.092424512E2,1.005742065E3
9.092675410E2,1.005748169E3
9.092926493E2,1.005763428E3
9.093177521E2,1.005766479E3
9.093428350E2,1.005766479E3
9.093679562E2,1.005754272E3
9.093930327E2,1.005732910E3
9.094181317E2,1.005714600E3
9.094432462E2,1.005711548E3
9.094683294E2,1.005720703E3
9.094934439E2,1.005735962E3
9.095185433E2,1.005742065E3
9.095436425E2,1.005723755E3
9.095687400E2,1.005699036E3
9.095938391E2,1.005686829E3
9.096189165E2,1.005705139E3
9.096440224E2,1.005729553E3
9.096691176E2,1.005726501E3
9.096942327E2,1.005714294E3
9.097193315E2,1.005732605E3
9.097444301E2,1.005757019E3
9.097695305E2,1.005753967E3
9.097946280E2,1.005738708E3
9.098197261E2,1.005729553E3
9.098448261E2,1.005729553E3
9.098699111E2,1.005729553E3
9.098950102E2,1.005711243E3
9.099201095E2,1.005699036E3
9.099452059E2,1.005714294E3
9.099703207E2,1.005729553E3
9.099954022E2,1.005711243E3
9.100205173E2,1.005711243E3
9.100456170E2,1.005720947E3
9.100707147E2,1.005714844E3
9.100958144E2,1.005690430E3
9.101209120E2,1.005699585E3
9.101459933E2,1.005730103E3
9.101710916E2,1.005754517E3
9.101961878E2,1.005742310E3
9.102212955E2,1.005702637E3
9.102463977E2,1.005690430E3
9.102714951E2,1.005708740E3
9.102965926E2,1.005714844E3
9.103216903E2,1.005705688E3
9.103467880E2,1.005717896E3
9.103718854E2,1.005720947E3
9.103969657E2,1.005711792E3
9.104220705E2,1.005711792E3
9.104471581E2,1.005720947E3
9.104722547E2,1.005705688E3
9.104973657E2,1.005696533E3
9.105224625E2,1.005729736E3
9.105475411E2,1.005766357E3
9.105726603E2,1.005754150E3
9.105977401E2,1.005726685E3
9.106228538E2,1.005723633E3
9.106479530E2,1.005729736E3
9.106730349E2,1.005723633E3
9.106981352E2,1.005711426E3
9.107232340E2,1.005717529E3
9.107483321E2,1.005720581E3
9.107734435E2,1.005705322E3
9.107985406E2,1.005699219E3
9.108236395E2,1.005705322E3
9.108487231E2,1.005714478E3
9.108738357E2,1.005735840E3
9.108989319E2,1.005741943E3
9.109240366E2,1.005708374E3
9.109491055E2,1.005683960E3
9.109742175E2,1.005723633E3
9.109993080E2,1.005778381E3
9.110244212E2,1.005778381E3
9.110495182E2,1.005735657E3
9.110746176E2,1.005702087E3
9.110997115E2,1.005695984E3
9.111248097E2,1.005702087E3
9.111499055E2,1.005720398E3
9.111750033E2,1.005729553E3
9.112000862E2,1.005723450E3
9.112251814E2,1.005711243E3
9.112502795E2,1.005705139E3
9.112753907E2,1.005702087E3
9.113004820E2,1.005711243E3
9.113255841E2,1.005741760E3
9.113506801E2,1.005760071E3
9.113757755E2,1.005750916E3
9.114008716E2,1.005735657E3
9.114259679E2,1.005735657E3
9.114510749E2,1.005741760E3
9.114761472E2,1.005738892E3
9.115012446E2,1.005720581E3
9.115263427E2,1.005699219E3
9.115514532E2,1.005702271E3
9.115765524E2,1.005717529E3
9.116016491E2,1.005717529E3
9.116267458E2,1.005708374E3
9.116518417E2,1.005735840E3
9.116769368E2,1.005741943E3
9.117020343E2,1.005723633E3
9.117271280E2,1.005729736E3
9.117522087E2,1.005760254E3
9.117773096E2,1.005754150E3
9.118024208E2,1.005729736E3
9.118275049E2,1.005732788E3
9.118526188E2,1.005744995E3
9.118777016E2,1.005726685E3
9.119028119E2,1.005705322E3
9.119279086E2,1.005714478E3
9.119530058E2,1.005729736E3
9.119781009E2,1.005738892E3
9.120031968E2,1.005732788E3
9.120282810E2,1.005729736E3
9.120533780E2,1.005717529E3
9.120784746E2,1.005705322E3
9.121035868E2,1.005696167E3
9.121286825E2,1.005693115E3
9.121537785E2,1.005705322E3
9.121788585E2,1.005729736E3
9.122039702E2,1.005738892E3
9.122290663E2,1.005720581E3
9.122541483E2,1.005693115E3
9.122792381E2,1.005690063E3
9.123043424E2,1.005702271E3
9.123294541E2,1.005720581E3
9.123545512E2,1.005735840E3
9.123796466E2,1.005735840E3
9.124047441E2,1.005717529E3
9.124298428E2,1.005726685E3
9.124549383E2,1.005748047E3
9.124800213E2,1.005738892E3
9.125051329E2,1.005714478E3
9.125302174E2,1.005714478E3
9.125553125E2,1.005723633E3
9.125804094E2,1.005714478E3
9.126055051E2,1.005714478E3
9.126306184E2,1.005738892E3
9.126557170E2,1.005748047E3
9.126808131E2,1.005729736E3
9.127059100E2,1.005729736E3
9.127310080E2,1.005744995E3
9.127561036E2,1.005751099E3
9.127811967E2,1.005738892E3
9.128062874E2,1.005726685E3
9.128313787E2,1.005702271E3
9.128564917E2,1.005690063E3
9.128815892E2,1.005705322E3
9.129066856E2,1.005732483E3
9.129317818E2,1.005747742E3
9.129568765E2,1.005735535E3
9.129819754E2,1.005723328E3
9.130070729E2,1.005723328E3
9.130321532E2,1.005729431E3
9.130572627E2,1.005720276E3
9.130823542E2,1.005714172E3
9.131074666E2,1.005723328E3
9.131325637E2,1.005723328E3
9.131576465E2,1.005714172E3
9.131827604E2,1.005720276E3
9.132078571E2,1.005729431E3
9.132329554E2,1.005714172E3
9.132580538E2,1.005714172E3
9.132831369E2,1.005735535E3
9.133082602E2,1.005732483E3
9.133333329E2,1.005723328E3
9.133584321E2,1.005735535E3
9.133835281E2,1.005741638E3
9.134086435E2,1.005711121E3
9.134337391E2,1.005698914E3
9.134588362E2,1.005714172E3
9.134839356E2,1.005717224E3
9.135090344E2,1.005711121E3
9.135341340E2,1.005738586E3
9.135592355E2,1.005753845E3
9.135843146E2,1.005735535E3
9.136094174E2,1.005717224E3
9.136345153E2,1.005717224E3
9.136596269E2,1.005726379E3
9.136847235E2,1.005729431E3
9.137098224E2,1.005726379E3
9.137349201E2,1.005726379E3
9.137600226E2,1.005726379E3
9.137851188E2,1.005714172E3
9.138102148E2,1.005695862E3
9.138353224E2,1.005708069E3
9.138603959E2,1.005738892E3
9.138854926E2,1.005738892E3
9.139105929E2,1.005720581E3
9.139357077E2,1.005723633E3
9.139608071E2,1.005735840E3
9.139859043E2,1.005738892E3
9.140110042E2,1.005741943E3
9.140361022E2,1.005735840E3
9.140612015E2,1.005729736E3
9.140862992E2,1.005726685E3
9.141113872E2,1.005723633E3
9.141364789E2,1.005714478E3
9.141615750E2,1.005714478E3
9.141866880E2,1.005735840E3
9.142117720E2,1.005748047E3
9.142368842E2,1.005729736E3
9.142619764E2,1.005702271E3
9.142870820E2,1.005699219E3
9.143121795E2,1.005720581E3
9.143372781E2,1.005705017E3
9.143623755E2,1.005680603E3
9.143874568E2,1.005705017E3
9.144125586E2,1.005759949E3
9.144376561E2,1.005763000E3
9.144627689E2,1.005732483E3
9.144878666E2,1.005723328E3
9.145129577E2,1.005741638E3
9.145380527E2,1.005750793E3
9.145631410E2,1.005738586E3
9.145882609E2,1.005720276E3
9.146133530E2,1.005701965E3
9.146384598E2,1.005705017E3
9.146635306E2,1.005714172E3
9.146886320E2,1.005714172E3
9.147137289E2,1.005729431E3
9.147388426E2,1.005766052E3
9.147639403E2,1.005775208E3
9.147890380E2,1.005747742E3
9.148141367E2,1.005729553E3
9.148392354E2,1.005735657E3
9.148643347E2,1.005741760E3
9.148894358E2,1.005744812E3
9.149145245E2,1.005763123E3
9.149396169E2,1.005766174E3
9.149647159E2,1.005735657E3
9.149898138E2,1.005714294E3
9.150149287E2,1.005714294E3
9.150400270E2,1.005729553E3
9.150651273E2,1.005741760E3
9.150902268E2,1.005735657E3
9.151153257E2,1.005720398E3
9.151404122E2,1.005726501E3
9.151655028E2,1.005744812E3
9.151905994E2,1.005744812E3
9.152156978E2,1.005723450E3
9.152408117E2,1.005705139E3
9.152659115E2,1.005720398E3
9.152910085E2,1.005735535E3
9.153161060E2,1.005735535E3
9.153412038E2,1.005726379E3
9.153662998E2,1.005711121E3
9.153913962E2,1.005711121E3
9.154164937E2,1.005720276E3
9.154415732E2,1.005726379E3
9.154666739E2,1.005729431E3
9.154917886E2,1.005732483E3
9.155168826E2,1.005732483E3
9.155419827E2,1.005735535E3
9.155670796E2,1.005732483E3
9.155921755E2,1.005720276E3
9.156172726E2,1.005708069E3
9.156423693E2,1.005729431E3
9.156674484E2,1.005756897E3
9.156925489E2,1.005750793E3
9.157176525E2,1.005726379E3
9.157427423E2,1.005711121E3
9.157678325E2,1.005698792E3
9.157929470E2,1.005710999E3
9.158180478E2,1.005735413E3
9.158431508E2,1.005732361E3
9.158682489E2,1.005732361E3
9.158933461E2,1.005723206E3
9.159184445E2,1.005714050E3
9.159435443E2,1.005717102E3
9.159686300E2,1.005741516E3
9.159937288E2,1.005747620E3
9.160188270E2,1.005726257E3
9.160439419E2,1.005720154E3
9.160690393E2,1.005723206E3
9.160941379E2,1.005717102E3
9.161192382E2,1.005707947E3
9.161443347E2,1.005723206E3
9.161694351E2,1.005726257E3
9.161945332E2,1.005714050E3
9.162196176E2,1.005698792E3
9.162447290E2,1.005701965E3
9.162698144E2,1.005711121E3
9.162949308E2,1.005708069E3
9.163200124E2,1.005714172E3
9.163451263E2,1.005726379E3
9.163702258E2,1.005729431E3
9.163953247E2,1.005723328E3
9.164204231E2,1.005711121E3
9.164455215E2,1.005705017E3
9.164706197E2,1.005705017E3
9.164957180E2,1.005723328E3
9.165208015E2,1.005744690E3
9.165459013E2,1.005750793E3
9.165709973E2,1.005738586E3
9.165961173E2,1.005732483E3
9.166212117E2,1.005735535E3
9.166463115E2,1.005735535E3
9.166714119E2,1.005717224E3
9.166965118E2,1.005714172E3
9.167216124E2,1.005732361E3
9.167466956E2,1.005741516E3
9.167718013E2,1.005717102E3
9.167968930E2,1.005689636E3
9.168219918E2,1.005707947E3
9.168471051E2,1.005747620E3
9.168722030E2,1.005747620E3
9.168973014E2,1.005723206E3
9.169224006E2,1.005710999E3
9.169474850E2,1.005726257E3
9.169725966E2,1.005747620E3
9.169976830E2,1.005750671E3
9.170227968E2,1.005732361E3
9.170478805E2,1.005707947E3
9.170729799E2,1.005710999E3
9.170980779E2,1.005726257E3
9.171231916E2,1.005723206E3
9.171482899E2,1.005723206E3
9.171733889E2,1.005729309E3
9.171984869E2,1.005732239E3
9.172235872E2,1.005720032E3
9.172486846E2,1.005701721E3
9.172737692E2,1.005704773E3
9.172988753E2,1.005710876E3
9.173239672E2,1.005716980E3
9.173490680E2,1.005726135E3
9.173741656E2,1.005741394E3
9.173992808E2,1.005753601E3
9.174243643E2,1.005756653E3
9.174494807E2,1.005732239E3
9.174745792E2,1.005716980E3
9.174996775E2,1.005732239E3
9.175247784E2,1.005765808E3
9.175498770E2,1.005771912E3
9.175749622E2,1.005738342E3
9.176000631E2,1.005704773E3
9.176251778E2,1.005695618E3
9.176502756E2,1.005729187E3
9.176753756E2,1.005759827E3
9.177004735E2,1.005762878E3
9.177255723E2,1.005741516E3
9.177506704E2,1.005732361E3
9.177757675E2,1.005735413E3
9.178008496E2,1.005735413E3
9.178259478E2,1.005732361E3
9.178510450E2,1.005738464E3
9.178761434E2,1.005753723E3
9.179012427E2,1.005747620E3
9.179263548E2,1.005735413E3
9.179514540E2,1.005726257E3
9.179765511E2,1.005744568E3
9.180016504E2,1.005768982E3
9.180267479E2,1.005778137E3
9.180518446E2,1.005762878E3
9.180769280E2,1.005738464E3
9.181020234E2,1.005732361E3
9.181271197E2,1.005732361E3
9.181522249E2,1.005726257E3
9.181773304E2,1.005732361E3
9.182024149E2,1.005747620E3
9.182275132E2,1.005735413E3
9.182526255E2,1.005717102E3
9.182777115E2,1.005735413E3
9.183028267E2,1.005759827E3
9.183279090E2,1.005744568E3
9.183530196E2,1.005714050E3
9.183781072E2,1.005720154E3
9.184032215E2,1.005753723E3
9.184283039E2,1.005778137E3
9.184534016E2,1.005775085E3
9.184785171E2,1.005747620E3
9.185036157E2,1.005729309E3
9.185287143E2,1.005732361E3
9.185538122E2,1.005741516E3
9.185789101E2,1.005738464E3
9.186040079E2,1.005738464E3
9.186290897E2,1.005735291E3
9.186541871E2,1.005732239E3
9.186793016E2,1.005735291E3
9.187043921E2,1.005735291E3
9.187294990E2,1.005732239E3
9.187545979E2,1.005744446E3
9.187796981E2,1.005753601E3
9.188047998E2,1.005738342E3
9.188298984E2,1.005716980E3
9.188549802E2,1.005720032E3
9.188800791E2,1.005747498E3
9.189051770E2,1.005753601E3
9.189302748E2,1.005723083E3
9.189553887E2,1.005701721E3
9.189804880E2,1.005716980E3
9.190055864E2,1.005738342E3
9.190306860E2,1.005729187E3
9.190557871E2,1.005707825E3
9.190808874E2,1.005720032E3
9.191059852E2,1.005753723E3
9.191310794E2,1.005747620E3
9.191561680E2,1.005723206E3
9.191812665E2,1.005729309E3
9.192063821E2,1.005762878E3
9.192314815E2,1.005765930E3
9.192565809E2,1.005738464E3
9.192816801E2,1.005720154E3
9.193067781E2,1.005723206E3
9.193318777E2,1.005732361E3
9.193569740E2,1.005732361E3
9.193820588E2,1.005729309E3
9.194071632E2,1.005735413E3
9.194322572E2,1.005732361E3
9.194573717E2,1.005710999E3
9.194824544E2,1.005717102E3
9.195075648E2,1.005741516E3
9.195326537E2,1.005735413E3
9.195577688E2,1.005704895E3
9.195828685E2,1.005698547E3
9.196079665E2,1.005719910E3
9.196330646E2,1.005726013E3
9.196581562E2,1.005726013E3
9.196832470E2,1.005729065E3
9.197083468E2,1.005716858E3
9.197334594E2,1.005713806E3
9.197585573E2,1.005732117E3
9.197836415E2,1.005741272E3
9.198087533E2,1.005726013E3
9.198338511E2,1.005713806E3
9.198589493E2,1.005738220E3
9.198840477E2,1.005753479E3
9.199091306E2,1.005738220E3
9.199342297E2,1.005710754E3
9.199593264E2,1.005692444E3
9.199844249E2,1.005698547E3
9.200095387E2,1.005698547E3
9.200346370E2,1.005701599E3
9.200597354E2,1.005722961E3
9.200848349E2,1.005747375E3
9.201099347E2,1.005750427E3
9.201350321E2,1.005741272E3
9.201601304E2,1.005732117E3
9.201852258E2,1.005716858E3
9.202103126E2,1.005704651E3
9.202354120E2,1.005707703E3
9.202605208E2,1.005729065E3
9.202856025E2,1.005729065E3
9.203107202E2,1.005732117E3
9.203358142E2,1.005738220E3
9.203609128E2,1.005738220E3
9.203860100E2,1.005747375E3
9.204111074E2,1.005747375E3
9.204361966E2,1.005735168E3
9.204612919E2,1.005726013E3
9.204863882E2,1.005729065E3
9.205114854E2,1.005729065E3
9.205365845E2,1.005726135E3
9.205616977E2,1.005735291E3
9.205867961E2,1.005744446E3
9.206118931E2,1.005741394E3
9.206369910E2,1.005732239E3
9.206620903E2,1.005732239E3
9.206871880E2,1.005726135E3
9.207122886E2,1.005710876E3
9.207373701E2,1.005701721E3
9.207624679E2,1.005710876E3
9.207875876E2,1.005732239E3
9.208126778E2,1.005747498E3
9.208377622E2,1.005756653E3
9.208628734E2,1.005747498E3
9.208879706E2,1.005747498E3
9.209130659E2,1.005759705E3
9.209381634E2,1.005759705E3
9.209632472E2,1.005729187E3
9.209883359E2,1.005707825E3
9.210134422E2,1.005716736E3
9.210385416E2,1.005725891E3
9.210636536E2,1.005719788E3
9.210887501E2,1.005731995E3
9.211138494E2,1.005759460E3
9.211389485E2,1.005747253E3
9.211640443E2,1.005716736E3
9.211891452E2,1.005722839E3
9.212142412E2,1.005759460E3
9.212393264E2,1.005762512E3
9.212644256E2,1.005738098E3
9.212895253E2,1.005744202E3
9.213146405E2,1.005756409E3
9.213397390E2,1.005731995E3
9.213648242E2,1.005710632E3
9.213899380E2,1.005728943E3
9.214150218E2,1.005741150E3
9.214401198E2,1.005725891E3
9.214652322E2,1.005722839E3
9.214903197E2,1.005753479E3
9.215154089E2,1.005768738E3
9.215405147E2,1.005750427E3
9.215656302E2,1.005713806E3
9.215907141E2,1.005726013E3
9.216158267E2,1.005768738E3
9.216409257E2,1.005774841E3
9.216660244E2,1.005750427E3
9.216911234E2,1.005735168E3
9.217162195E2,1.005732117E3
9.217413160E2,1.005729065E3
9.217663974E2,1.005729065E3
9.217914943E2,1.005726013E3
9.218165852E2,1.005713806E3
9.218417042E2,1.005707703E3
9.218668020E2,1.005719910E3
9.218918991E2,1.005722961E3
9.219169944E2,1.005729065E3
9.219420937E2,1.005750427E3
9.219671926E2,1.005768738E3
9.219922903E2,1.005759583E3
9.220173905E2,1.005735168E3
9.220424718E2,1.005729065E3
9.220675688E2,1.005741272E3
9.220926663E2,1.005741272E3
9.221177620E2,1.005732117E3
9.221428752E2,1.005735168E3
9.221679740E2,1.005759583E3
9.221930727E2,1.005780945E3
9.222181737E2,1.005756531E3
9.222432714E2,1.005738220E3
9.222683706E2,1.005750427E3
9.222934617E2,1.005756531E3
9.223185537E2,1.005735168E3
9.223436535E2,1.005729065E3
9.223687673E2,1.005750427E3
9.223938669E2,1.005756531E3
9.224189668E2,1.005726013E3
9.224440646E2,1.005722961E3
9.224691647E2,1.005753479E3
9.224942639E2,1.005774841E3
9.225193622E2,1.005759583E3
9.225444641E2,1.005744324E3
9.225695527E2,1.005762634E3
9.225946425E2,1.005780945E3
9.226197384E2,1.005762634E3
9.226448391E2,1.005738220E3
9.226699498E2,1.005744324E3
9.226950478E2,1.005759583E3
9.227201485E2,1.005747375E3
9.227452498E2,1.005722961E3
9.227703517E2,1.005732117E3
9.227954463E2,1.005747375E3
9.228205343E2,1.005738220E3
9.228456310E2,1.005729065E3
9.228707295E2,1.005744324E3
9.228958369E2,1.005765686E3
9.229209421E2,1.005763000E3
9.229460249E2,1.005741638E3
9.229711384E2,1.005723328E3
9.229962365E2,1.005732483E3
9.230213356E2,1.005750793E3
9.230464328E2,1.005747742E3
9.230715362E2,1.005741638E3
9.230966152E2,1.005750793E3
9.231217127E2,1.005741638E3
9.231468119E2,1.005723328E3
9.231719237E2,1.005729431E3
9.231970188E2,1.005744690E3
9.232221176E2,1.005741638E3
9.232472157E2,1.005726379E3
9.232723130E2,1.005723328E3
9.232974117E2,1.005729431E3
9.233225079E2,1.005738586E3
9.233475925E2,1.005738586E3
9.233726919E2,1.005753845E3
9.233977902E2,1.005772705E3
9.234228866E2,1.005766602E3
9.234479838E2,1.005745239E3
9.234730970E2,1.005751343E3
9.234981915E2,1.005769653E3
9.235232903E2,1.005751343E3
9.235483868E2,1.005726929E3
9.235734845E2,1.005745239E3
9.235985911E2,1.005763550E3
9.236236632E2,1.005733032E3
9.236487597E2,1.005690308E3
9.236738549E2,1.005702515E3
9.236989515E2,1.005748291E3
9.237240632E2,1.005772705E3
9.237491613E2,1.005775757E3
9.237742572E2,1.005787964E3
9.237993573E2,1.005769653E3
9.238244538E2,1.005720825E3
9.238495502E2,1.005699463E3
9.238746548E2,1.005714966E3
9.238997287E2,1.005733276E3
9.239248264E2,1.005727173E3
9.239499346E2,1.005739380E3
9.239750370E2,1.005769897E3
9.240001195E2,1.005779053E3
9.240252330E2,1.005733276E3
9.240503305E2,1.005702759E3
9.240754297E2,1.005727173E3
9.241005275E2,1.005766846E3
9.241256110E2,1.005766846E3
9.241507195E2,1.005748535E3
9.241758081E2,1.005742432E3
9.242009062E2,1.005745483E3
9.242260212E2,1.005745483E3
9.242510994E2,1.005721069E3
9.242762139E2,1.005711914E3
9.243013115E2,1.005736328E3
9.243264079E2,1.005757690E3
9.243515070E2,1.005748413E3
9.243766052E2,1.005730103E3
9.244016907E2,1.005733154E3
9.244267890E2,1.005751465E3
9.244518892E2,1.005760620E3
9.244769886E2,1.005763672E3
9.245021051E2,1.005763672E3
9.245272069E2,1.005763672E3
9.245523065E2,1.005766724E3
9.245774060E2,1.005763672E3
9.246025082E2,1.005763672E3
9.246275922E2,1.005751465E3
9.246526909E2,1.005730103E3
9.246778016E2,1.005717896E3
9.247028888E2,1.005717896E3
9.247279867E2,1.005727051E3
9.247530852E2,1.005730103E3
9.247781966E2,1.005742310E3
9.248032937E2,1.005757568E3
9.248283909E2,1.005754517E3
9.248534879E2,1.005742310E3
9.248785850E2,1.005754517E3
9.249036840E2,1.005769775E3
9.249287650E2,1.005754517E3
9.249538625E2,1.005730103E3
9.249789588E2,1.005742310E3
9.250040685E2,1.005754517E3
9.250291664E2,1.005733154E3
9.250542627E2,1.005720947E3
9.250793624E2,1.005751465E3
9.251044621E2,1.005778931E3
9.251295617E2,1.005757568E3
9.251546596E2,1.005733154E3
9.251797588E2,1.005745361E3
9.252048402E2,1.005745361E3
9.252299404E2,1.005720947E3
9.252550401E2,1.005708740E3
9.252801529E2,1.005739258E3
9.253052528E2,1.005757568E3
9.253303354E2,1.005757568E3
9.253554483E2,1.005757568E3
9.253805470E2,1.005757568E3
9.254056449E2,1.005754517E3
9.254307426E2,1.005757568E3
9.254558267E2,1.005757568E3
9.254809259E2,1.005745361E3
9.255060226E2,1.005730103E3
9.255311366E2,1.005733154E3
9.255562337E2,1.005757568E3
9.255813326E2,1.005748413E3
9.256064285E2,1.005727051E3
9.256315271E2,1.005720947E3
9.256566266E2,1.005717896E3
9.256817243E2,1.005708740E3
9.257068205E2,1.005727051E3
9.257319127E2,1.005754517E3
9.257570020E2,1.005754517E3
9.257821008E2,1.005726929E3
9.258071987E2,1.005723877E3
9.258323103E2,1.005745239E3
9.258574060E2,1.005763550E3
9.258825042E2,1.005757446E3
9.259075873E2,1.005751343E3
9.259327095E2,1.005748291E3
9.259577984E2,1.005745239E3
9.259828833E2,1.005751343E3
9.260079786E2,1.005769653E3
9.260330804E2,1.005769653E3
9.260581729E2,1.005742188E3
9.260832874E2,1.005733032E3
9.261083854E2,1.005739136E3
9.261334826E2,1.005739136E3
9.261585780E2,1.005742188E3
9.261836750E2,1.005760498E3
9.262087718E2,1.005763550E3
9.262338690E2,1.005769653E3
9.262589545E2,1.005778564E3
9.262840484E2,1.005772461E3
9.263091476E2,1.005760254E3
9.263342579E2,1.005772461E3
9.263593584E2,1.005757202E3
9.263844569E2,1.005717529E3
9.264095529E2,1.005702271E3
9.264346504E2,1.005720581E3
9.264597458E2,1.005723633E3
9.264848439E2,1.005717529E3
9.265099364E2,1.005738892E3
9.265350297E2,1.005751099E3
9.265601174E2,1.005735840E3
9.265852152E2,1.005720581E3
9.266103271E2,1.005735840E3
9.266354225E2,1.005741943E3
9.266605205E2,1.005729736E3
9.266856170E2,1.005711426E3
9.267107139E2,1.005714478E3
9.267358095E2,1.005738586E3
9.267609057E2,1.005753845E3
9.267859825E2,1.005756897E3
9.268110811E2,1.005747742E3
9.268361751E2,1.005732483E3
9.268612710E2,1.005723328E3
9.268863830E2,1.005732483E3
9.269114790E2,1.005735535E3
9.269365751E2,1.005744690E3
9.269616721E2,1.005756897E3
9.269867676E2,1.005747742E3
9.270118634E2,1.005729431E3
9.270369355E2,1.005738586E3
9.270620519E2,1.005759949E3
9.270871402E2,1.005753845E3
9.271122371E2,1.005750793E3
9.271373475E2,1.005769104E3
9.271624437E2,1.005756897E3
9.271875375E2,1.005726379E3
9.272126395E2,1.005735535E3
9.272377224E2,1.005756897E3
9.272628326E2,1.005738586E3
9.272879193E2,1.005714172E3
9.273130115E2,1.005708069E3
9.273381080E2,1.005708069E3
9.273632048E2,1.005720276E3
9.273883028E2,1.005729431E3
9.274134177E2,1.005720276E3
9.274384967E2,1.005705017E3
9.274636081E2,1.005729431E3
9.274887013E2,1.005756897E3
