"Time (s)","Pressure (hPa)"
3.208415790E2,1.005724609E3
3.208666807E2,1.005715454E3
3.208917799E2,1.005718506E3
3.209168852E2,1.005730713E3
3.209419883E2,1.005742920E3
3.209670903E2,1.005736816E3
3.209921788E2,1.005730713E3
3.210172809E2,1.005739868E3
3.210423950E2,1.005742798E3
3.210674989E2,1.005742798E3
3.210926032E2,1.005745850E3
3.211177049E2,1.005751953E3
3.211428069E2,1.005736694E3
3.211679081E2,1.005718384E3
3.211930148E2,1.005733643E3
3.212181211E2,1.005764160E3
3.212432034E2,1.005770264E3
3.212683059E2,1.005745850E3
3.212934086E2,1.005733643E3
3.213185106E2,1.005742798E3
3.213436300E2,1.005758057E3
3.213687314E2,1.005767212E3
3.213938182E2,1.005751953E3
3.214189376E2,1.005751953E3
3.214440379E2,1.005782471E3
3.214691385E2,1.005797729E3
3.214942247E2,1.005761108E3
3.215193253E2,1.005733643E3
3.215444279E2,1.005739746E3
3.215695307E2,1.005709229E3
3.215946342E2,1.005672607E3
3.216197515E2,1.005700073E3
3.216448539E2,1.005758057E3
3.216699571E2,1.005751953E3
3.216950462E2,1.005721436E3
3.217201657E2,1.005718384E3
3.217452749E2,1.005724487E3
3.217703641E2,1.005715332E3
3.217954595E2,1.005697021E3
3.218205623E2,1.005684814E3
3.218456644E2,1.005706177E3
3.218707837E2,1.005739746E3
3.218958861E2,1.005761108E3
3.219209977E2,1.005782471E3
3.219460892E2,1.005794678E3
3.219711939E2,1.005751953E3
3.219962973E2,1.005712280E3
3.220213846E2,1.005733643E3
3.220464864E2,1.005782471E3
3.220715879E2,1.005794678E3
3.220967067E2,1.005788574E3
3.221218097E2,1.005785522E3
3.221469143E2,1.005751953E3
3.221720162E2,1.005727539E3
3.221971180E2,1.005733643E3
3.222222198E2,1.005739746E3
3.222473058E2,1.005706177E3
3.222724078E2,1.005693970E3
3.222975118E2,1.005724487E3
3.223226144E2,1.005755005E3
3.223477158E2,1.005755005E3
3.223728355E2,1.005748901E3
3.223979376E2,1.005748901E3
3.224230371E2,1.005745850E3
3.224481412E2,1.005770264E3
3.224732419E2,1.005788818E3
3.224983432E2,1.005776611E3
3.225234430E2,1.005755249E3
3.225485280E2,1.005773560E3
3.225736320E2,1.005761353E3
3.225987503E2,1.005709473E3
3.226238539E2,1.005694214E3
3.226489562E2,1.005730835E3
3.226740582E2,1.005739990E3
3.226991620E2,1.005724731E3
3.227242642E2,1.005755249E3
3.227493628E2,1.005807129E3
3.227744662E2,1.005822388E3
3.227995545E2,1.005779663E3
3.228246563E2,1.005739990E3
3.228497571E2,1.005715576E3
3.228748750E2,1.005718628E3
3.228999773E2,1.005730835E3
3.229250635E2,1.005724731E3
3.229501828E2,1.005718872E3
3.229752851E2,1.005731079E3
3.230003868E2,1.005731079E3
3.230254893E2,1.005718872E3
3.230505760E2,1.005715820E3
3.230756809E2,1.005746338E3
3.231008087E2,1.005770752E3
3.231259012E2,1.005770752E3
3.231510066E2,1.005761597E3
3.231761083E2,1.005755493E3
3.232011941E2,1.005743286E3
3.232263116E2,1.005709717E3
3.232514137E2,1.005688354E3
3.232765161E2,1.005688354E3
3.233016035E2,1.005712769E3
3.233267044E2,1.005740234E3
3.233518068E2,1.005758545E3
3.233769092E2,1.005734131E3
3.234020112E2,1.005709717E3
3.234271270E2,1.005722351E3
3.234522274E2,1.005746765E3
3.234773323E2,1.005743713E3
3.235024325E2,1.005740662E3
3.235275364E2,1.005749817E3
3.235526503E2,1.005746765E3
3.235777505E2,1.005731506E3
3.236028335E2,1.005737610E3
3.236279532E2,1.005755920E3
3.236530564E2,1.005755920E3
3.236781603E2,1.005765076E3
3.237032632E2,1.005792542E3
3.237283657E2,1.005813904E3
3.237534712E2,1.005783386E3
3.237785744E2,1.005743713E3
3.238036775E2,1.005722351E3
3.238287721E2,1.005734558E3
3.238538884E2,1.005743713E3
3.238789725E2,1.005737610E3
3.239040891E2,1.005719299E3
3.239291927E2,1.005710144E3
3.239542959E2,1.005700989E3
3.239793998E2,1.005691833E3
3.240045033E2,1.005707092E3
3.240296043E2,1.005737610E3
3.240547095E2,1.005749817E3
3.240797932E2,1.005734558E3
3.241049120E2,1.005716248E3
3.241300076E2,1.005697937E3
3.241551127E2,1.005688782E3
3.241802311E2,1.005679626E3
3.242053361E2,1.005697937E3
3.242304420E2,1.005725403E3
3.242555442E2,1.005752869E3
3.242806499E2,1.005771179E3
3.243057555E2,1.005765076E3
3.243308432E2,1.005752869E3
3.243559446E2,1.005740662E3
3.243810474E2,1.005746765E3
3.244061669E2,1.005734558E3
3.244312692E2,1.005722351E3
3.244563696E2,1.005722351E3
3.244814738E2,1.005743713E3
3.245065747E2,1.005768127E3
3.245316769E2,1.005771179E3
3.245567811E2,1.005737610E3
3.245818947E2,1.005697937E3
3.246069940E2,1.005691833E3
3.246320787E2,1.005697937E3
3.246572011E2,1.005710144E3
3.246823004E2,1.005716248E3
3.247074036E2,1.005731506E3
3.247325080E2,1.005737610E3
3.247576037E2,1.005734558E3
3.247827035E2,1.005740662E3
3.248078211E2,1.005746765E3
3.248329244E2,1.005746765E3
3.248580178E2,1.005746765E3
3.248831158E2,1.005746765E3
3.249082200E2,1.005740662E3
3.249333260E2,1.005740662E3
3.249584455E2,1.005752869E3
3.249835341E2,1.005765076E3
3.250086524E2,1.005758972E3
3.250337562E2,1.005737610E3
3.250588598E2,1.005731506E3
3.250839631E2,1.005722351E3
3.251090678E2,1.005704041E3
3.251341575E2,1.005679626E3
3.251592624E2,1.005667419E3
3.251843828E2,1.005694885E3
3.252094872E2,1.005737610E3
3.252345909E2,1.005734558E3
3.252596951E2,1.005734558E3
3.252847973E2,1.005780334E3
3.253098988E2,1.005816956E3
3.253349890E2,1.005773926E3
3.253600951E2,1.005728149E3
3.253851973E2,1.005749512E3
3.254103007E2,1.005776978E3
3.254354035E2,1.005764771E3
3.254605243E2,1.005764771E3
3.254856106E2,1.005776978E3
3.255107163E2,1.005767822E3
3.255358224E2,1.005758667E3
3.255609428E2,1.005752563E3
3.255860459E2,1.005737305E3
3.256111462E2,1.005728149E3
3.256362378E2,1.005740356E3
3.256613472E2,1.005737305E3
3.256864647E2,1.005722046E3
3.257115692E2,1.005715942E3
3.257366718E2,1.005709839E3
3.257617601E2,1.005715942E3
3.257868810E2,1.005743408E3
3.258119835E2,1.005761475E3
3.258370882E2,1.005767578E3
3.258621906E2,1.005773682E3
3.258872805E2,1.005752319E3
3.259123856E2,1.005721802E3
3.259374924E2,1.005734009E3
3.259626103E2,1.005764526E3
3.259876989E2,1.005727905E3
3.260128166E2,1.005691284E3
3.260379233E2,1.005743164E3
3.260630262E2,1.005801147E3
3.260881312E2,1.005785889E3
3.261132359E2,1.005755371E3
3.261383234E2,1.005755371E3
3.261634278E2,1.005749268E3
3.261885313E2,1.005755371E3
3.262136487E2,1.005773682E3
3.262387524E2,1.005764526E3
3.262638540E2,1.005737061E3
3.262889565E2,1.005736938E3
3.263140577E2,1.005752197E3
3.263391606E2,1.005733887E3
3.263642621E2,1.005691162E3
3.263893724E2,1.005672852E3
3.264144507E2,1.005703369E3
3.264395556E2,1.005758301E3
3.264646578E2,1.005773560E3
3.264897751E2,1.005746094E3
3.265148785E2,1.005749146E3
3.265399806E2,1.005776611E3
3.265650678E2,1.005739990E3
3.265901793E2,1.005685059E3
3.266152893E2,1.005706421E3
3.266403883E2,1.005767456E3
3.266654759E2,1.005788818E3
3.266905813E2,1.005764404E3
3.267156831E2,1.005755249E3
3.267408022E2,1.005746094E3
3.267659051E2,1.005734009E3
3.267910086E2,1.005737061E3
3.268160996E2,1.005755371E3
3.268412122E2,1.005740112E3
3.268663151E2,1.005697388E3
3.268914204E2,1.005697388E3
3.269165212E2,1.005743164E3
3.269416095E2,1.005764526E3
3.269667096E2,1.005746216E3
3.269918251E2,1.005734009E3
3.270169268E2,1.005718750E3
3.270420112E2,1.005700439E3
3.270671252E2,1.005706543E3
3.270922264E2,1.005721802E3
3.271173262E2,1.005724854E3
3.271424270E2,1.005737061E3
3.271675152E2,1.005743164E3
3.271926126E2,1.005727905E3
3.272177128E2,1.005712646E3
3.272428303E2,1.005718994E3
3.272679295E2,1.005718994E3
3.272930269E2,1.005712891E3
3.273181293E2,1.005712891E3
3.273432303E2,1.005709839E3
3.273683300E2,1.005700684E3
3.273934290E2,1.005700684E3
3.274185353E2,1.005712891E3
3.274436236E2,1.005743408E3
3.274687142E2,1.005761719E3
3.274938160E2,1.005734253E3
3.275189185E2,1.005697632E3
3.275440348E2,1.005706787E3
3.275691376E2,1.005712891E3
3.275942378E2,1.005694580E3
3.276193384E2,1.005712891E3
3.276444393E2,1.005755615E3
3.276695398E2,1.005783081E3
3.276946452E2,1.005761719E3
3.277197263E2,1.005713196E3
3.277448282E2,1.005670471E3
3.277699472E2,1.005670471E3
3.277950303E2,1.005704041E3
3.278201460E2,1.005725403E3
3.278452467E2,1.005734558E3
3.278703474E2,1.005758972E3
3.278954508E2,1.005777283E3
3.279205518E2,1.005786438E3
3.279456358E2,1.005774231E3
3.279707364E2,1.005746765E3
3.279958355E2,1.005755920E3
3.280209363E2,1.005768127E3
3.280460537E2,1.005740662E3
3.280711546E2,1.005707092E3
3.280962473E2,1.005704041E3
3.281213548E2,1.005716248E3
3.281464405E2,1.005722351E3
3.281715594E2,1.005737610E3
3.281966723E2,1.005759338E3
3.282217712E2,1.005759338E3
3.282468523E2,1.005737976E3
3.282719548E2,1.005725769E3
3.282970714E2,1.005750183E3
3.283221664E2,1.005786804E3
3.283472775E2,1.005780701E3
3.283723799E2,1.005756287E3
3.283974823E2,1.005756287E3
3.284225874E2,1.005753235E3
3.284477028E2,1.005713562E3
3.284727944E2,1.005692200E3
3.284978813E2,1.005713562E3
3.285229858E2,1.005762390E3
3.285481045E2,1.005792908E3
3.285732065E2,1.005771545E3
3.285983114E2,1.005728821E3
3.286234142E2,1.005719666E3
3.286485162E2,1.005728821E3
3.286736181E2,1.005738342E3
3.286987211E2,1.005735291E3
3.287238095E2,1.005723083E3
3.287489118E2,1.005720032E3
3.287740150E2,1.005741394E3
3.287991339E2,1.005756653E3
3.288242385E2,1.005741394E3
3.288493411E2,1.005732239E3
3.288744444E2,1.005753601E3
3.288995480E2,1.005759705E3
3.289246506E2,1.005732239E3
3.289497557E2,1.005723083E3
3.289748513E2,1.005713928E3
3.289999603E2,1.005692566E3
3.290250490E2,1.005680359E3
3.290501510E2,1.005695618E3
3.290752536E2,1.005720032E3
3.291003729E2,1.005726135E3
3.291254748E2,1.005729187E3
3.291505619E2,1.005744446E3
3.291756803E2,1.005750549E3
3.292007836E2,1.005750549E3
3.292258858E2,1.005735291E3
3.292509734E2,1.005707825E3
3.292760762E2,1.005692566E3
3.293011954E2,1.005695618E3
3.293262943E2,1.005701721E3
3.293513960E2,1.005726135E3
3.293764814E2,1.005747498E3
3.294015994E2,1.005759705E3
3.294267003E2,1.005781067E3
3.294518047E2,1.005796326E3
3.294769079E2,1.005774963E3
3.295019956E2,1.005710876E3
3.295270965E2,1.005683411E3
3.295522005E2,1.005701721E3
3.295773143E2,1.005738342E3
3.296024051E2,1.005790222E3
3.296275180E2,1.005814758E3
3.296526212E2,1.005772034E3
3.296777228E2,1.005723206E3
3.297028259E2,1.005717102E3
3.297279267E2,1.005726257E3
3.297530135E2,1.005744568E3
3.297781136E2,1.005772034E3
3.298032155E2,1.005799500E3
3.298283194E2,1.005799500E3
3.298534353E2,1.005759827E3
3.298785239E2,1.005695740E3
3.299036429E2,1.005634705E3
3.299287453E2,1.005637756E3
3.299538474E2,1.005692688E3
3.299789494E2,1.005750671E3
3.300040595E2,1.005784241E3
3.300291473E2,1.005796448E3
3.300542406E2,1.005799500E3
3.300793414E2,1.005784241E3
3.301044452E2,1.005726135E3
3.301295616E2,1.005662048E3
3.301546658E2,1.005677307E3
3.301797688E2,1.005741394E3
3.302048716E2,1.005768860E3
3.302299752E2,1.005756653E3
3.302550620E2,1.005768860E3
3.302801654E2,1.005762756E3
3.303052692E2,1.005710876E3
3.303303735E2,1.005671204E3
3.303554754E2,1.005686462E3
3.303805948E2,1.005707825E3
3.304056978E2,1.005689514E3
3.304307924E2,1.005689514E3
3.304559017E2,1.005723083E3
3.304810038E2,1.005738342E3
3.305061089E2,1.005732239E3
3.305312039E2,1.005735291E3
3.305562922E2,1.005765808E3
3.305813946E2,1.005774963E3
3.306064964E2,1.005762756E3
3.306316146E2,1.005753601E3
3.306566943E2,1.005744446E3
3.306818202E2,1.005726135E3
3.307069217E2,1.005726135E3
3.307320237E2,1.005735291E3
3.307571243E2,1.005720032E3
3.307822194E2,1.005695618E3
3.308073201E2,1.005698669E3
3.308324168E2,1.005707825E3
3.308575340E2,1.005704773E3
3.308826224E2,1.005716980E3
3.309077404E2,1.005753601E3
3.309328441E2,1.005768860E3
3.309579481E2,1.005762756E3
3.309830503E2,1.005744446E3
3.310081563E2,1.005729187E3
3.310332584E2,1.005729187E3
3.310583544E2,1.005750549E3
3.310834487E2,1.005768860E3
3.311085517E2,1.005768860E3
3.311336525E2,1.005750549E3
3.311587713E2,1.005741394E3
3.311838726E2,1.005747498E3
3.312089740E2,1.005750549E3
3.312340757E2,1.005753601E3
3.312591760E2,1.005747498E3
3.312842790E2,1.005729187E3
3.313093642E2,1.005716980E3
3.313344662E2,1.005729187E3
3.313595671E2,1.005762756E3
3.313846838E2,1.005774963E3
3.314097873E2,1.005747498E3
3.314348920E2,1.005720032E3
3.314599876E2,1.005704773E3
3.314850734E2,1.005692566E3
3.315101899E2,1.005686462E3
3.315352919E2,1.005701721E3
3.315603899E2,1.005726135E3
3.315854747E2,1.005723083E3
3.316105833E2,1.005707825E3
3.316356840E2,1.005713928E3
3.316608005E2,1.005732239E3
3.316859038E2,1.005741394E3
3.317110071E2,1.005735291E3
3.317361093E2,1.005720032E3
3.317612115E2,1.005710876E3
3.317863145E2,1.005701721E3
3.318114185E2,1.005710876E3
3.318365068E2,1.005723083E3
3.318616098E2,1.005735291E3
3.318867112E2,1.005723083E3
3.319118288E2,1.005723083E3
3.319369169E2,1.005741394E3
3.319620194E2,1.005732239E3
3.319871383E2,1.005695618E3
3.320122279E2,1.005692688E3
3.320373453E2,1.005714050E3
3.320624493E2,1.005710999E3
3.320875408E2,1.005707947E3
3.321126424E2,1.005726257E3
3.321377439E2,1.005753723E3
3.321628463E2,1.005744568E3
3.321879632E2,1.005735413E3
3.322130650E2,1.005720154E3
3.322381695E2,1.005720154E3
3.322632724E2,1.005747620E3
3.322883733E2,1.005772034E3
3.323134773E2,1.005756775E3
3.323385656E2,1.005732361E3
3.323636692E2,1.005747620E3
3.323887719E2,1.005772034E3
3.324138882E2,1.005750671E3
3.324389942E2,1.005707947E3
3.324640952E2,1.005717102E3
3.324891975E2,1.005747742E3
3.325142995E2,1.005759949E3
3.325394009E2,1.005738586E3
3.325645042E2,1.005735535E3
3.325896083E2,1.005744690E3
3.326147007E2,1.005744690E3
3.326398015E2,1.005744690E3
3.326649153E2,1.005759949E3
3.326900051E2,1.005763000E3
3.327151086E2,1.005741638E3
3.327402263E2,1.005729431E3
3.327653139E2,1.005750793E3
3.327904330E2,1.005769104E3
3.328155361E2,1.005747742E3
3.328406394E2,1.005729431E3
3.328657218E2,1.005753845E3
3.328908282E2,1.005784363E3
3.329159326E2,1.005763000E3
3.329410517E2,1.005735535E3
3.329661566E2,1.005732605E3
3.329912420E2,1.005732605E3
3.330163606E2,1.005723450E3
3.330414643E2,1.005732605E3
3.330665671E2,1.005744812E3
3.330916711E2,1.005744812E3
3.331167632E2,1.005747864E3
3.331418629E2,1.005747864E3
3.331669645E2,1.005735657E3
3.331920828E2,1.005741760E3
3.332171846E2,1.005769226E3
3.332422874E2,1.005769226E3
3.332673921E2,1.005744812E3
3.332924953E2,1.005757019E3
3.333175999E2,1.005787537E3
3.333427080E2,1.005763123E3
3.333677929E2,1.005729553E3
3.333928947E2,1.005732605E3
3.334179967E2,1.005757019E3
3.334430988E2,1.005775635E3
3.334682179E2,1.005775635E3
3.334933214E2,1.005745117E3
3.335184252E2,1.005711548E3
3.335435282E2,1.005705444E3
3.335686337E2,1.005723755E3
3.335937350E2,1.005739014E3
3.336188477E2,1.005757324E3
3.336439447E2,1.005775635E3
3.336690297E2,1.005760376E3
3.336941330E2,1.005723755E3
3.337192529E2,1.005714600E3
3.337443413E2,1.005708496E3
3.337694618E2,1.005696289E3
3.337945665E2,1.005711548E3
3.338196701E2,1.005745117E3
3.338447789E2,1.005735962E3
3.338698696E2,1.005699341E3
3.338949817E2,1.005696289E3
3.339200815E2,1.005708740E3
3.339451873E2,1.005681274E3
3.339703074E2,1.005650757E3
3.339953986E2,1.005669067E3
3.340205195E2,1.005702637E3
3.340456248E2,1.005690430E3
3.340707320E2,1.005684326E3
3.340958382E2,1.005717896E3
3.341209422E2,1.005757568E3
3.341460340E2,1.005775879E3
3.341711350E2,1.005781982E3
3.341962411E2,1.005778931E3
3.342213463E2,1.005772827E3
3.342464664E2,1.005788086E3
3.342715755E2,1.005806396E3
3.342966771E2,1.005797241E3
3.343217843E2,1.005769775E3
3.343468916E2,1.005763672E3
3.343719980E2,1.005775879E3
3.343970829E2,1.005778931E3
3.344221901E2,1.005760620E3
3.344472949E2,1.005745361E3
3.344723992E2,1.005739258E3
3.344975174E2,1.005717896E3
3.345226201E2,1.005687378E3
3.345477263E2,1.005684326E3
3.345728301E2,1.005723999E3
3.345979341E2,1.005745361E3
3.346230378E2,1.005730103E3
3.346481282E2,1.005714844E3
3.346732423E2,1.005733154E3
3.346983375E2,1.005757568E3
3.347234418E2,1.005748413E3
3.347485457E2,1.005730103E3
3.347736667E2,1.005717896E3
3.347987731E2,1.005714844E3
3.348238785E2,1.005708740E3
3.348489821E2,1.005705688E3
3.348740885E2,1.005708862E3
3.348991971E2,1.005699707E3
3.349242902E2,1.005687500E3
3.349493891E2,1.005705811E3
3.349744939E2,1.005718018E3
3.349995985E2,1.005724121E3
3.350247185E2,1.005745483E3
3.350498219E2,1.005742432E3
3.350749116E2,1.005711914E3
3.351000171E2,1.005702759E3
3.351251232E2,1.005739380E3
3.351502239E2,1.005757690E3
3.351753404E2,1.005739380E3
3.352004286E2,1.005733276E3
3.352255320E2,1.005757690E3
3.352506502E2,1.005769897E3
3.352757402E2,1.005769897E3
3.353008582E2,1.005779053E3
3.353259617E2,1.005803467E3
3.353510615E2,1.005806641E3
3.353761674E2,1.005766968E3
3.354012722E2,1.005727295E3
3.354263605E2,1.005730347E3
3.354514694E2,1.005742554E3
3.354765668E2,1.005751709E3
3.355016691E2,1.005776123E3
3.355267723E2,1.005800537E3
3.355518762E2,1.005794434E3
3.355769789E2,1.005763916E3
3.356020813E2,1.005742554E3
3.356271854E2,1.005748657E3
3.356523007E2,1.005770020E3
3.356773933E2,1.005773071E3
3.357024941E2,1.005760864E3
3.357275978E2,1.005754761E3
3.357527000E2,1.005739502E3
3.357778185E2,1.005718140E3
3.358029225E2,1.005718140E3
3.358280268E2,1.005709106E3
3.358531295E2,1.005693848E3
3.358782327E2,1.005687744E3
3.359033346E2,1.005699951E3
3.359284418E2,1.005709106E3
3.359535301E2,1.005706055E3
3.359786293E2,1.005699951E3
3.360037364E2,1.005699951E3
3.360288516E2,1.005739624E3
3.360539559E2,1.005776245E3
3.360790600E2,1.005764038E3
3.361041660E2,1.005730469E3
3.361292690E2,1.005727417E3
3.361543738E2,1.005718262E3
3.361794795E2,1.005703003E3
3.362045758E2,1.005721313E3
3.362296741E2,1.005739624E3
3.362547803E2,1.005724365E3
3.362799017E2,1.005706055E3
3.363049885E2,1.005706055E3
3.363301117E2,1.005706055E3
3.363552176E2,1.005706055E3
3.363803195E2,1.005721313E3
3.364054254E2,1.005733521E3
3.364305306E2,1.005733521E3
3.364556186E2,1.005724365E3
3.364807227E2,1.005712158E3
3.365058282E2,1.005718262E3
3.365309490E2,1.005754883E3
3.365560545E2,1.005791504E3
3.365811561E2,1.005791504E3
3.366062592E2,1.005760986E3
3.366313619E2,1.005721313E3
3.366564646E2,1.005699951E3
3.366815669E2,1.005709106E3
3.367066694E2,1.005739624E3
3.367317577E2,1.005739624E3
3.367568615E2,1.005706055E3
3.367819803E2,1.005675659E3
3.368070651E2,1.005684814E3
3.368321828E2,1.005706177E3
3.368572873E2,1.005712280E3
3.368823897E2,1.005715332E3
3.369074945E2,1.005727539E3
3.369325973E2,1.005733643E3
3.369576854E2,1.005724487E3
3.369827957E2,1.005703125E3
3.370078896E2,1.005706177E3
3.370329913E2,1.005742798E3
3.370580935E2,1.005776367E3
3.370832089E2,1.005776367E3
3.371083129E2,1.005761108E3
3.371334153E2,1.005767212E3
3.371585171E2,1.005773315E3
3.371836196E2,1.005755005E3
3.372087141E2,1.005724487E3
3.372338206E2,1.005718384E3
3.372589141E2,1.005730347E3
3.372840147E2,1.005742554E3
3.373091208E2,1.005730347E3
3.373342410E2,1.005724243E3
3.373593454E2,1.005721191E3
3.373844433E2,1.005739502E3
3.374095531E2,1.005776123E3
3.374346570E2,1.005785278E3
3.374597641E2,1.005748657E3
3.374848537E2,1.005733398E3
3.375099596E2,1.005754761E3
3.375350654E2,1.005763916E3
3.375601769E2,1.005757812E3
3.375852732E2,1.005766968E3
3.376103935E2,1.005766968E3
3.376354996E2,1.005751709E3
3.376606013E2,1.005757812E3
3.376857056E2,1.005763916E3
3.377108118E2,1.005742554E3
3.377359145E2,1.005715210E3
3.377610058E2,1.005730469E3
3.377861090E2,1.005748779E3
3.378112125E2,1.005742676E3
3.378363336E2,1.005742676E3
3.378614392E2,1.005760986E3
3.378865445E2,1.005773193E3
3.379116492E2,1.005764038E3
3.379367532E2,1.005754883E3
3.379618586E2,1.005760986E3
3.379869536E2,1.005754883E3
3.380120623E2,1.005754883E3
3.380371588E2,1.005788452E3
3.380622637E2,1.005828125E3
3.380873804E2,1.005815918E3
3.381124859E2,1.005754883E3
3.381375905E2,1.005706055E3
3.381626960E2,1.005690796E3
3.381878014E2,1.005687744E3
3.382129059E2,1.005696655E3
3.382380188E2,1.005730225E3
3.382631278E2,1.005769897E3
3.382882021E2,1.005769897E3
3.383133049E2,1.005742432E3
3.383384093E2,1.005754639E3
3.383635133E2,1.005776001E3
3.383886169E2,1.005748535E3
3.384137369E2,1.005714966E3
3.384388396E2,1.005727173E3
3.384639445E2,1.005745483E3
3.384890474E2,1.005714966E3
3.385141425E2,1.005672241E3
3.385392423E2,1.005650879E3
3.385643468E2,1.005672241E3
3.385894515E2,1.005718018E3
3.386145720E2,1.005730225E3
3.386396591E2,1.005724121E3
3.386647649E2,1.005736328E3
3.386898834E2,1.005754639E3
3.387149879E2,1.005727173E3
3.387400909E2,1.005702759E3
3.387651794E2,1.005724121E3
3.387902850E2,1.005754639E3
3.388153900E2,1.005754639E3
3.388404957E2,1.005742432E3
3.388656020E2,1.005733276E3
3.388907219E2,1.005745483E3
3.389158257E2,1.005772949E3
3.389409270E2,1.005763794E3
3.389660303E2,1.005718018E3
3.389911336E2,1.005699707E3
3.390162217E2,1.005724121E3
3.390413263E2,1.005745483E3
3.390664300E2,1.005751587E3
3.390915338E2,1.005751587E3
3.391166375E2,1.005748535E3
3.391417406E2,1.005757690E3
3.391668460E2,1.005757690E3
3.391919518E2,1.005727173E3
3.392170555E2,1.005718018E3
3.392421737E2,1.005757690E3
3.392672731E2,1.005772949E3
3.392923732E2,1.005763794E3
3.393174710E2,1.005785156E3
3.393425778E2,1.005809570E3
3.393676988E2,1.005794312E3
3.393928035E2,1.005760742E3
3.394179083E2,1.005748535E3
3.394430157E2,1.005739380E3
3.394681204E2,1.005724121E3
3.394932199E2,1.005714966E3
3.395183225E2,1.005721069E3
3.395434133E2,1.005736328E3
3.395685199E2,1.005757690E3
3.395936234E2,1.005776001E3
3.396187432E2,1.005776001E3
3.396438457E2,1.005757812E3
3.396689531E2,1.005745605E3
3.396940564E2,1.005739502E3
3.397191521E2,1.005733398E3
3.397442677E2,1.005739502E3
3.397693724E2,1.005773071E3
3.397944813E2,1.005800537E3
3.398195682E2,1.005806641E3
3.398446727E2,1.005794434E3
3.398697776E2,1.005760864E3
3.398948936E2,1.005705933E3
3.399200029E2,1.005672363E3
3.399450911E2,1.005690674E3
3.399702111E2,1.005718140E3
3.399953159E2,1.005745605E3
3.400204222E2,1.005757812E3
3.400455130E2,1.005763916E3
3.400706175E2,1.005770020E3
3.400957226E2,1.005763916E3
3.401208416E2,1.005751587E3
3.401459318E2,1.005760742E3
3.401710279E2,1.005785156E3
3.401961554E2,1.005785156E3
3.402212582E2,1.005779053E3
3.402463645E2,1.005788208E3
3.402714690E2,1.005782104E3
3.402965747E2,1.005742432E3
3.403216636E2,1.005724121E3
3.403467675E2,1.005736328E3
3.403718721E2,1.005751587E3
3.403969929E2,1.005745483E3
3.404220959E2,1.005742432E3
3.404472016E2,1.005739380E3
3.404723062E2,1.005745483E3
3.404974112E2,1.005748535E3
3.405225150E2,1.005757690E3
3.405476180E2,1.005766846E3
3.405727142E2,1.005766846E3
3.405978178E2,1.005757690E3
3.406229220E2,1.005757690E3
3.406480388E2,1.005760742E3
3.406731460E2,1.005751587E3
3.406982522E2,1.005739380E3
3.407233572E2,1.005739380E3
3.407484625E2,1.005748535E3
3.407735679E2,1.005766846E3
3.407986739E2,1.005782104E3
3.408237617E2,1.005766846E3
3.408488681E2,1.005754639E3
3.408739715E2,1.005772949E3
3.408990906E2,1.005785156E3
3.409241919E2,1.005763794E3
3.409492967E2,1.005727173E3
3.409744002E2,1.005693604E3
3.409995027E2,1.005702759E3
3.410246065E2,1.005745483E3
3.410497099E2,1.005742432E3
3.410747973E2,1.005687500E3
3.410999010E2,1.005675293E3
3.411250043E2,1.005708862E3
3.411501245E2,1.005711914E3
3.411752287E2,1.005699707E3
3.412003319E2,1.005708862E3
3.412254353E2,1.005711914E3
3.412505383E2,1.005672241E3
3.412756421E2,1.005663086E3
3.413007454E2,1.005702759E3
3.413258328E2,1.005727173E3
3.413509364E2,1.005727173E3
3.413760396E2,1.005742432E3
3.414011453E2,1.005772949E3
3.414262627E2,1.005772949E3
3.414513654E2,1.005763794E3
3.414764700E2,1.005785156E3
3.415015722E2,1.005776001E3
3.415266778E2,1.005724121E3
3.415517825E2,1.005702637E3
3.415768854E2,1.005723999E3
3.416019833E2,1.005690430E3
3.416270794E2,1.005595825E3
3.416521827E2,1.005601929E3
3.416773008E2,1.005766724E3
3.417024039E2,1.005885742E3
3.417275069E2,1.005803345E3
3.417526134E2,1.005656860E3
3.417777166E2,1.005614136E3
3.418028200E2,1.005659912E3
3.418279085E2,1.005675171E3
3.418530149E2,1.005656860E3
3.418781174E2,1.005650757E3
3.419032226E2,1.005653809E3
3.419283246E2,1.005672119E3
3.419534434E2,1.005714844E3
3.419785295E2,1.005745361E3
3.420036484E2,1.005763672E3
3.420287519E2,1.005775879E3
3.420538559E2,1.005800293E3
3.420789591E2,1.005827759E3
3.421040468E2,1.005843018E3
3.421291499E2,1.005806396E3
3.421542549E2,1.005751465E3
3.421793736E2,1.005760620E3
3.422044622E2,1.005815552E3
3.422295686E2,1.005806396E3
3.422546713E2,1.005754517E3
3.422797734E2,1.005714844E3
3.423048775E2,1.005641602E3
3.423299805E2,1.005553101E3
3.423550863E2,1.005525635E3
3.423801931E2,1.005546997E3
3.424053029E2,1.005540894E3
3.424303996E2,1.005516479E3
3.424555269E2,1.005537842E3
3.424806107E2,1.005592773E3
3.425057285E2,1.005611450E3
3.425308347E2,1.005593140E3
3.425559379E2,1.005568726E3
3.425810428E2,1.005583984E3
3.426061332E2,1.005648071E3
3.426312331E2,1.005718262E3
3.426563385E2,1.005757935E3
3.426814553E2,1.005782349E3
3.427065589E2,1.005840332E3
3.427316618E2,1.005907471E3
